Date,MarketCap
6/10/19,1.39E+11
6/13/19,1.45E+11
6/16/19,1.62E+11
6/19/19,1.63E+11
6/22/19,1.91E+11
6/25/19,2.01E+11
6/28/19,2.07E+11
7/1/19,1.90E+11
7/4/19,2.10E+11
7/7/19,2.01E+11
7/10/19,2.26E+11
7/13/19,2.03E+11
7/16/19,1.84E+11
7/19/19,1.86E+11
7/22/19,1.86E+11
7/25/19,1.79E+11
7/28/19,1.70E+11
7/31/19,1.76E+11
8/3/19,1.93E+11
8/6/19,2.10E+11
8/9/19,2.11E+11
8/12/19,2.04E+11
8/15/19,1.79E+11
8/18/19,1.84E+11
8/21/19,1.82E+11
8/24/19,1.82E+11
8/27/19,1.82E+11
8/30/19,1.71E+11
9/2/19,1.78E+11
9/5/19,1.89E+11
9/8/19,1.88E+11
9/11/19,1.80E+11
9/14/19,1.85E+11
9/17/19,1.83E+11
9/20/19,1.83E+11
9/23/19,1.77E+11
9/26/19,1.48E+11
9/29/19,1.45E+11
10/2/19,1.48E+11
10/5/19,1.46E+11
10/8/19,1.48E+11
10/11/19,1.51E+11
10/14/19,1.49E+11
10/17/19,1.45E+11
10/20/19,1.44E+11
10/23/19,1.40E+11
10/26/19,1.67E+11
10/29/19,1.69E+11
11/1/19,1.65E+11
11/4/19,1.67E+11
11/7/19,1.67E+11
11/10/19,1.60E+11
11/13/19,1.58E+11
11/16/19,1.53E+11
